CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_Group,Frequency,OrderHike_Cat,WarehouseToHome_Bin,RecencyGroup,Recency,NumberAddress,Cashback_Cat,Satisfaction_Category,Segment
54574,0,16.0,Computer,1,35.0,Cash on Delivery,Female,3.0,5,Laptop & Accessory,1,Married,2,0,12.0,1.0,2.0,5.0,170.23,Stable (1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
54575,1,1.0,Mobile Phone,3,7.0,Cash on Delivery,Female,4.0,4,Mobile Phone,4,Single,3,1,17.0,1.0,2.0,5.0,157.02,Onboarding (<1 Th),Low,High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Medium,satisfied,Potential Loyalists
54576,1,1.0,Computer,3,13.0,E wallet,Female,3.0,6,Mobile Phone,3,Married,2,0,17.0,1.0,2.0,1.0,148.51,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54577,0,12.0,Computer,1,9.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,3,1,24.0,2.0,2.0,1.0,142.02,Onboarding (<1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
54578,0,14.0,Mobile Phone,3,9.0,Debit Card,Female,4.0,4,Others,3,Married,2,0,15.0,2.0,2.0,13.0,305.41,Stable (1 Th),Low,Medium,Very Close (≤9),Recent,Medium,Few Addresses (<= 3),Very High,unsatisfied,Promising
54579,0,1.0,Mobile Phone,1,30.0,Debit Card,Female,3.0,4,Mobile Phone,1,Married,3,0,23.0,1.0,2.0,3.0,153.86,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54580,0,4.0,Computer,1,10.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,6,0,16.0,2.0,2.0,5.0,145.97,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Medium Addresses (4-6),Medium,unsatisfied,Potential Loyalists
54581,0,3.0,Mobile Phone,1,10.0,Credit Card,Male,4.0,5,Fashion,3,Married,3,0,19.0,1.0,2.0,8.0,244.35000000000002,Onboarding (<1 Th),Low,Very High,Close (10–14),Recent,Medium,Few Addresses (<= 3),Very High,unsatisfied,Promising
54582,1,1.0,Mobile Phone,1,32.0,Cash on Delivery,Female,4.0,5,Mobile Phone,4,Married,7,0,17.0,2.0,2.0,2.0,150.46,Onboarding (<1 Th),Low,High,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Medium,satisfied,Potential Loyalists
54583,1,1.0,Mobile Phone,2,9.0,Cash on Delivery,Male,3.0,5,Mobile Phone,1,Single,3,0,13.0,1.0,2.0,1.0,150.64,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54584,0,4.0,Computer,3,29.0,UPI,Female,4.0,4,Fashion,5,Married,2,0,12.0,4.0,8.0,9.0,209.12,Onboarding (<1 Th),Medium,Low,Very Far (>20),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,New Customer
54585,0,31.0,Mobile Phone,3,36.0,E wallet,Male,3.0,5,Grocery,1,Married,5,0,13.0,1.0,2.0,1.0,266.18,Loyal (>2 Th),Low,Low,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54586,0,24.0,Mobile Phone,1,36.0,Debit Card,Male,3.0,5,Grocery,3,Married,2,0,15.0,16.0,16.0,8.0,295.46,Stable (1 Th),High,Medium,Very Far (>20),Recent,Medium,Few Addresses (<= 3),Very High,unsatisfied,Need Attention
54587,0,4.0,Computer,1,9.0,Credit Card,Female,3.0,4,Mobile Phone,1,Single,2,0,15.0,2.0,7.0,8.0,150.64,Onboarding (<1 Th),Medium,Medium,Very Close (≤9),Recent,Medium,Few Addresses (<= 3),Medium,unsatisfied,New Customer
54588,0,31.0,Computer,3,35.0,E wallet,Female,4.0,5,Fashion,5,Married,6,0,20.0,4.0,14.0,3.0,227.66,Loyal (>2 Th),High,Very High,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Champions
54589,0,21.0,Mobile Phone,1,9.0,Credit Card,Female,4.0,4,Laptop & Accessory,1,Married,7,0,14.0,1.0,2.0,5.0,175.7,Stable (1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),High,unsatisfied,Potential Loyalists
54590,0,20.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,4,Grocery,3,Married,8,0,15.0,2.0,2.0,2.0,303.61,Stable (1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
54591,0,9.0,Mobile Phone,1,29.0,Debit Card,Male,3.0,6,Mobile Phone,3,Single,2,0,16.0,2.0,5.0,4.0,167.3,Onboarding (<1 Th),Low,High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
54592,0,28.0,Mobile Phone,1,6.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Single,9,0,12.0,1.0,2.0,1.0,162.8,Loyal (>2 Th),Low,Low,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Medium,unsatisfied,Potential Loyalists
54593,0,8.0,Mobile Phone,1,9.0,Debit Card,Male,4.0,5,Mobile Phone,3,Married,5,0,13.0,4.0,6.0,8.0,152.68,Onboarding (<1 Th),Medium,Low,Very Close (≤9),Recent,Medium,Medium Addresses (4-6),Medium,unsatisfied,New Customer
54594,0,6.0,Mobile Phone,3,17.0,E wallet,Female,4.0,5,Fashion,1,Married,4,1,20.0,1.0,2.0,3.0,215.71,Onboarding (<1 Th),Low,Very High,Far (15–20),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54595,0,5.0,Mobile Phone,1,16.0,Debit Card,Male,3.0,4,Fashion,4,Married,3,0,26.0,1.0,2.0,9.0,231.48000000000002,Onboarding (<1 Th),Low,Very High,Far (15–20),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,Promising
54596,1,1.0,Mobile Phone,1,22.0,Credit Card,Male,3.0,4,Fashion,3,Married,9,1,13.0,1.0,8.0,8.0,261.1,Onboarding (<1 Th),Medium,Low,Very Far (>20),Recent,Medium,Many Addresses (7 =<),Very High,unsatisfied,New Customer
54597,1,1.0,Mobile Phone,1,17.0,Credit Card,Male,3.0,6,Mobile Phone,1,Married,9,0,14.0,1.0,2.0,4.0,159.08,Onboarding (<1 Th),Low,Medium,Far (15–20),Very Recent,High,Many Addresses (7 =<),Medium,unsatisfied,Potential Loyalists
54598,0,4.0,Mobile Phone,3,14.0,E wallet,Male,3.0,4,Mobile Phone,4,Single,2,0,15.0,1.0,2.0,3.0,154.83,Onboarding (<1 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,satisfied,Potential Loyalists
54599,0,9.0,Mobile Phone,1,23.0,Debit Card,Male,4.0,4,Fashion,3,Married,6,1,13.0,1.0,2.0,1.0,201.32,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54600,1,1.0,Computer,1,27.0,Debit Card,Male,4.0,4,Fashion,3,Married,5,0,13.0,2.0,2.0,3.0,223.24,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54601,1,1.0,Computer,2,30.0,UPI,Female,3.0,4,Fashion,5,Married,11,1,16.0,2.0,2.0,3.0,224.5,Onboarding (<1 Th),Low,High,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Very High,satisfied,Potential Loyalists
54602,0,16.0,Computer,1,12.0,UPI,Male,4.0,4,Mobile Phone,3,Married,6,0,18.0,1.0,3.0,1.0,145.93,Stable (1 Th),Low,High,Close (10–14),Very Recent,High,Medium Addresses (4-6),Medium,unsatisfied,Potential Loyalists
54603,0,10.0,Computer,3,17.0,Credit Card,Male,3.0,4,Fashion,1,Single,3,0,15.0,9.0,10.0,3.0,224.8,Onboarding (<1 Th),Medium,Medium,Far (15–20),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Loyal Customers
54604,1,1.0,Computer,1,11.0,Cash on Delivery,Male,4.0,5,Mobile Phone,3,Single,7,0,17.0,1.0,2.0,3.0,163.94,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Many Addresses (7 =<),High,unsatisfied,Potential Loyalists
54605,0,22.0,Mobile Phone,3,9.0,E wallet,Female,3.0,4,Laptop & Accessory,1,Married,4,0,15.0,7.0,7.0,8.0,165.51,Stable (1 Th),Medium,Medium,Very Close (≤9),Recent,Medium,Medium Addresses (4-6),High,unsatisfied,New Customer
54606,0,29.0,Mobile Phone,3,25.0,Debit Card,Female,3.0,4,Grocery,4,Single,5,0,15.0,2.0,8.0,9.0,293.35,Loyal (>2 Th),Medium,Medium,Very Far (>20),Recent,Medium,Medium Addresses (4-6),Very High,satisfied,New Customer
54607,0,15.0,Computer,3,17.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Single,9,0,15.0,1.0,2.0,11.0,187.3,Stable (1 Th),Low,Medium,Far (15–20),Recent,Medium,Many Addresses (7 =<),High,unsatisfied,Promising
54608,0,9.0,Mobile Phone,3,7.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,11,0,12.0,1.0,7.0,10.0,172.17,Onboarding (<1 Th),Medium,Low,Very Close (≤9),Recent,Medium,Many Addresses (7 =<),High,unsatisfied,New Customer
54609,0,14.0,Mobile Phone,1,13.0,Debit Card,Female,4.0,4,Grocery,3,Single,9,0,16.0,5.0,2.0,14.0,257.37,Stable (1 Th),Low,High,Close (10–14),Recent,Medium,Many Addresses (7 =<),Very High,unsatisfied,Promising
54610,0,13.0,Computer,1,15.0,Debit Card,Female,3.0,4,Mobile Phone,3,Married,3,0,12.0,2.0,2.0,8.0,162.55,Stable (1 Th),Low,Low,Far (15–20),Recent,Medium,Few Addresses (<= 3),Medium,unsatisfied,Promising
54611,0,5.0,Mobile Phone,3,9.0,Debit Card,Male,4.0,4,Laptop & Accessory,1,Single,6,1,14.0,2.0,2.0,6.0,190.82,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),High,unsatisfied,Potential Loyalists
54612,0,16.0,Mobile Phone,1,31.0,Credit Card,Male,3.0,4,Fashion,5,Married,3,1,22.0,6.0,6.0,9.0,199.06,Stable (1 Th),Medium,Very High,Very Far (>20),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,New Customer
54613,0,19.0,Mobile Phone,3,9.0,UPI,Male,4.0,4,Laptop & Accessory,4,Married,2,0,20.0,4.0,4.0,8.0,173.05,Stable (1 Th),Low,Very High,Very Close (≤9),Recent,Medium,Few Addresses (<= 3),High,satisfied,Promising
54614,1,1.0,Computer,2,24.0,Debit Card,Female,3.0,4,Mobile Phone,3,Married,2,1,12.0,1.0,2.0,1.0,152.41,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54615,0,3.0,Mobile Phone,1,26.0,Cash on Delivery,Male,3.0,4,Laptop & Accessory,1,Married,6,0,13.0,2.0,2.0,3.0,167.62,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Medium Addresses (4-6),High,unsatisfied,Potential Loyalists
54616,0,7.0,Mobile Phone,1,7.0,Credit Card,Female,4.0,2,Grocery,3,Married,6,0,20.0,1.0,2.0,6.0,286.84,Onboarding (<1 Th),Low,Very High,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54617,0,5.0,Mobile Phone,3,14.0,Debit Card,Male,3.0,5,Fashion,1,Married,11,0,22.0,2.0,2.0,2.0,240.57,Onboarding (<1 Th),Low,Very High,Close (10–14),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
54618,1,1.0,Computer,3,12.0,E wallet,Male,4.0,4,Mobile Phone,4,Single,3,1,15.0,2.0,2.0,1.0,143.78,Onboarding (<1 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
54619,0,14.0,Computer,3,35.0,UPI,Male,3.0,6,Fashion,5,Married,5,0,16.0,1.0,2.0,2.0,234.32,Stable (1 Th),Low,High,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
54620,0,15.0,Computer,1,9.0,UPI,Female,4.0,5,Laptop & Accessory,3,Single,4,1,18.0,1.0,2.0,8.0,193.11,Stable (1 Th),Low,High,Very Close (≤9),Recent,Medium,Medium Addresses (4-6),High,unsatisfied,Promising
54621,0,1.0,Mobile Phone,3,36.0,Credit Card,Male,3.0,4,Laptop & Accessory,3,Married,7,0,13.0,1.0,2.0,1.0,168.06,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Many Addresses (7 =<),High,unsatisfied,Potential Loyalists
54622,0,9.0,Mobile Phone,3,7.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Single,3,0,17.0,2.0,2.0,4.0,173.59,Onboarding (<1 Th),Low,High,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
54623,0,8.0,Mobile Phone,3,28.0,Debit Card,Male,4.0,2,Laptop & Accessory,1,Single,3,0,13.0,1.0,6.0,8.0,178.37,Onboarding (<1 Th),Medium,Low,Very Far (>20),Recent,Medium,Few Addresses (<= 3),High,unsatisfied,New Customer
54624,1,1.0,Mobile Phone,1,31.0,Cash on Delivery,Male,4.0,6,Mobile Phone,1,Single,3,1,19.0,1.0,2.0,1.0,148.4,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54625,0,11.0,Mobile Phone,1,7.0,Cash on Delivery,Female,3.0,4,Fashion,1,Single,6,0,18.0,2.0,2.0,3.0,199.91,Onboarding (<1 Th),Low,High,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54626,0,20.0,Computer,1,25.0,Credit Card,Female,3.0,4,Fashion,3,Married,7,0,12.0,1.0,2.0,3.0,230.27,Stable (1 Th),Low,Low,Very Far (>20),Very Recent,High,Many Addresses (7 =<),Very High,unsatisfied,Potential Loyalists
54627,0,15.0,Mobile Phone,3,9.0,Debit Card,Female,4.0,4,Grocery,5,Married,9,0,17.0,1.0,12.0,9.0,290.95,Stable (1 Th),High,High,Very Close (≤9),Recent,Medium,Many Addresses (7 =<),Very High,satisfied,Need Attention
54628,0,11.0,Computer,3,16.0,Credit Card,Male,4.0,4,Fashion,4,Married,3,0,14.0,2.0,8.0,3.0,213.34,Onboarding (<1 Th),Medium,Medium,Far (15–20),Very Recent,High,Few Addresses (<= 3),Very High,satisfied,Loyal Customers
54629,0,26.0,Mobile Phone,1,13.0,Cash on Delivery,Male,4.0,4,Laptop & Accessory,5,Married,5,1,13.0,3.0,7.0,10.0,180.77,Loyal (>2 Th),Medium,Low,Close (10–14),Recent,Medium,Medium Addresses (4-6),High,satisfied,New Customer
54630,1,1.0,Computer,3,18.0,UPI,Male,3.0,2,Laptop & Accessory,3,Married,10,0,13.0,2.0,2.0,3.0,172.07,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Many Addresses (7 =<),High,unsatisfied,Potential Loyalists
54631,0,1.0,Computer,3,31.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,2,0,14.0,2.0,3.0,2.0,149.0,Onboarding (<1 Th),Low,Medium,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54632,0,12.0,Mobile Phone,1,17.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Married,5,0,20.0,1.0,2.0,3.0,223.24,Onboarding (<1 Th),Low,Very High,Far (15–20),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54633,0,11.0,Mobile Phone,1,7.0,Debit Card,Female,4.0,4,Laptop & Accessory,4,Married,8,0,13.0,5.0,5.0,4.0,189.47,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),High,satisfied,Potential Loyalists
54634,0,23.0,Mobile Phone,1,25.0,Debit Card,Male,3.0,5,Others,3,Married,3,1,15.0,2.0,2.0,10.0,320.02,Stable (1 Th),Low,Medium,Very Far (>20),Recent,Medium,Few Addresses (<= 3),Very High,unsatisfied,Promising
54635,0,1.0,Mobile Phone,1,30.0,Credit Card,Male,3.0,2,Mobile Phone,1,Married,3,1,12.0,1.0,2.0,5.0,152.25,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54636,0,1.0,Mobile Phone,3,35.0,E wallet,Male,4.0,4,Laptop & Accessory,4,Married,3,0,21.0,1.0,2.0,5.0,187.72,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),High,satisfied,Potential Loyalists
54637,0,1.0,Mobile Phone,1,24.0,UPI,Male,4.0,5,Mobile Phone,4,Married,3,0,22.0,2.0,2.0,1.0,146.27,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Medium,satisfied,Potential Loyalists
54638,0,24.0,Computer,2,10.0,Credit Card,Male,4.0,4,Others,4,Married,3,0,15.0,2.0,11.0,8.0,307.0,Stable (1 Th),High,Medium,Close (10–14),Recent,Medium,Few Addresses (<= 3),Very High,satisfied,Need Attention
54639,0,1.0,Mobile Phone,3,20.0,Credit Card,Male,3.0,4,Mobile Phone,3,Married,3,0,12.0,2.0,2.0,7.0,145.96,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54640,1,1.0,Computer,1,14.0,Debit Card,Female,3.0,4,Mobile Phone,3,Married,3,1,17.0,1.0,2.0,3.0,153.86,Onboarding (<1 Th),Low,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54641,1,1.0,Computer,3,19.0,Debit Card,Male,4.0,5,Mobile Phone,5,Married,3,0,19.0,2.0,2.0,1.0,145.33,Onboarding (<1 Th),Low,Very High,Far (15–20),Very Recent,High,Few Addresses (<= 3),Low,satisfied,Potential Loyalists
54642,0,8.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,5,Mobile Phone,1,Married,3,1,14.0,2.0,2.0,4.0,161.22,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54643,1,1.0,Mobile Phone,3,20.0,Credit Card,Male,3.0,4,Laptop & Accessory,5,Married,4,0,18.0,1.0,2.0,3.0,167.33,Onboarding (<1 Th),Low,High,Far (15–20),Very Recent,High,Medium Addresses (4-6),High,satisfied,Potential Loyalists
54644,0,9.0,Mobile Phone,1,32.0,UPI,Male,3.0,5,Laptop & Accessory,1,Single,6,0,15.0,2.0,2.0,3.0,161.81,Onboarding (<1 Th),Low,Medium,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Medium,unsatisfied,Potential Loyalists
54645,0,5.0,Mobile Phone,3,13.0,Credit Card,Male,4.0,2,Laptop & Accessory,1,Married,6,0,23.0,6.0,6.0,8.0,179.6,Onboarding (<1 Th),Medium,Very High,Close (10–14),Recent,Medium,Medium Addresses (4-6),High,unsatisfied,New Customer
54646,0,1.0,Mobile Phone,1,13.0,Credit Card,Female,4.0,5,Mobile Phone,3,Married,2,0,13.0,1.0,2.0,4.0,146.87,Onboarding (<1 Th),Low,Low,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54647,0,11.0,Mobile Phone,3,9.0,E wallet,Male,4.0,4,Laptop & Accessory,3,Married,6,1,12.0,1.0,2.0,3.0,221.02,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54648,0,1.0,Mobile Phone,1,7.0,Debit Card,Female,3.0,5,Mobile Phone,4,Single,3,0,14.0,1.0,2.0,1.0,153.36,Onboarding (<1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Medium,satisfied,Potential Loyalists
54649,0,16.0,Mobile Phone,1,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,1,Married,3,0,14.0,1.0,3.0,3.0,165.89,Stable (1 Th),Low,Medium,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
54650,0,17.0,Mobile Phone,1,13.0,UPI,Male,3.0,5,Grocery,1,Married,6,1,15.0,1.0,2.0,1.0,291.27,Stable (1 Th),Low,Medium,Close (10–14),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54651,0,12.0,Mobile Phone,1,7.0,Debit Card,Female,3.0,4,Mobile Phone,5,Single,5,0,18.0,1.0,2.0,1.0,151.19,Onboarding (<1 Th),Low,High,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),Medium,satisfied,Potential Loyalists
54652,0,17.0,Computer,1,16.0,Credit Card,Male,4.0,4,Laptop & Accessory,3,Married,5,1,14.0,2.0,5.0,8.0,181.79,Stable (1 Th),Low,Medium,Far (15–20),Recent,Medium,Medium Addresses (4-6),High,unsatisfied,Promising
54653,0,22.0,Mobile Phone,1,7.0,Debit Card,Female,3.0,5,Grocery,5,Married,9,0,12.0,1.0,2.0,3.0,279.02,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Many Addresses (7 =<),Very High,satisfied,Potential Loyalists
54654,0,18.0,Mobile Phone,2,7.0,Debit Card,Female,3.0,5,Laptop & Accessory,3,Single,6,0,12.0,2.0,2.0,3.0,184.85,Stable (1 Th),Low,Low,Very Close (≤9),Very Recent,High,Medium Addresses (4-6),High,unsatisfied,Potential Loyalists
54655,0,8.0,Mobile Phone,3,21.0,Cash on Delivery,Female,3.0,4,Mobile Phone,3,Married,3,1,19.0,2.0,2.0,7.0,150.79,Onboarding (<1 Th),Low,Very High,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54656,1,1.0,Mobile Phone,3,9.0,E wallet,Male,3.0,4,Mobile Phone,5,Married,2,0,12.0,2.0,2.0,3.0,155.41,Onboarding (<1 Th),Low,Low,Very Close (≤9),Very Recent,High,Few Addresses (<= 3),Medium,satisfied,Potential Loyalists
54657,0,1.0,Mobile Phone,3,29.0,Cash on Delivery,Male,3.0,4,Mobile Phone,3,Single,3,0,12.0,1.0,2.0,3.0,159.47,Onboarding (<1 Th),Low,Low,Very Far (>20),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54658,0,18.0,Mobile Phone,1,10.0,UPI,Male,3.0,4,Others,1,Married,6,1,15.0,1.0,2.0,2.0,320.13,Stable (1 Th),Low,Medium,Close (10–14),Very Recent,High,Medium Addresses (4-6),Very High,unsatisfied,Potential Loyalists
54659,0,1.0,Mobile Phone,1,13.0,Credit Card,Male,4.0,4,Mobile Phone,3,Married,2,0,21.0,2.0,3.0,3.0,152.73,Onboarding (<1 Th),Low,Very High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54660,0,7.0,Mobile Phone,3,15.0,E wallet,Male,3.0,4,Laptop & Accessory,3,Married,2,0,13.0,1.0,2.0,3.0,196.04,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
54661,0,6.0,Mobile Phone,1,16.0,Debit Card,Female,4.0,4,Laptop & Accessory,1,Married,3,1,13.0,2.0,2.0,6.0,188.22,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
54662,0,4.0,Computer,1,10.0,Credit Card,Female,4.0,4,Mobile Phone,3,Married,3,0,21.0,2.0,2.0,1.0,145.83,Onboarding (<1 Th),Low,Very High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Medium,unsatisfied,Potential Loyalists
54663,0,27.0,Mobile Phone,3,7.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Single,9,0,21.0,5.0,9.0,11.0,208.81,Loyal (>2 Th),Medium,Very High,Very Close (≤9),Recent,Medium,Many Addresses (7 =<),Very High,satisfied,New Customer
54664,0,8.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,3,0,13.0,2.0,9.0,9.0,151.91,Onboarding (<1 Th),Medium,Low,Very Close (≤9),Recent,Medium,Few Addresses (<= 3),Medium,unsatisfied,New Customer
54665,1,9.0,Computer,3,33.0,Debit Card,Female,4.0,4,Laptop & Accessory,5,Married,4,0,15.0,1.0,2.0,1.0,167.86,Onboarding (<1 Th),Low,Medium,Very Far (>20),Very Recent,High,Medium Addresses (4-6),High,satisfied,Potential Loyalists
54666,0,1.0,Mobile Phone,1,13.0,Debit Card,Female,4.0,4,Mobile Phone,1,Married,3,1,14.0,1.0,2.0,3.0,81.0,Onboarding (<1 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
54667,0,11.0,Mobile Phone,1,10.0,UPI,Male,3.0,4,Fashion,3,Married,3,0,16.0,8.0,8.0,3.0,219.34,Onboarding (<1 Th),Medium,High,Close (10–14),Very Recent,High,Few Addresses (<= 3),Very High,unsatisfied,Loyal Customers
54668,0,3.0,Mobile Phone,3,10.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Married,3,0,15.0,1.0,2.0,3.0,180.61,Onboarding (<1 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),High,unsatisfied,Potential Loyalists
54669,0,9.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,6,Laptop & Accessory,1,Single,3,0,14.0,1.0,12.0,9.0,191.46,Onboarding (<1 Th),High,Medium,Close (10–14),Recent,Medium,Few Addresses (<= 3),High,unsatisfied,Need Attention
54670,0,7.0,Computer,1,13.0,Debit Card,Male,2.0,4,Laptop & Accessory,1,Married,5,0,24.0,4.0,5.0,8.0,202.25,Onboarding (<1 Th),Low,Very High,Close (10–14),Recent,Medium,Medium Addresses (4-6),Very High,unsatisfied,Promising
54671,0,28.0,Mobile Phone,2,26.0,Credit Card,Male,3.0,4,Fashion,4,Married,4,0,16.0,3.0,2.0,2.0,232.25,Loyal (>2 Th),Low,High,Very Far (>20),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
54672,0,10.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,5,Laptop & Accessory,4,Married,4,1,12.0,1.0,2.0,3.0,213.47,Onboarding (<1 Th),Low,Low,Far (15–20),Very Recent,High,Medium Addresses (4-6),Very High,satisfied,Potential Loyalists
54673,0,1.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,5,Mobile Phone,1,Single,2,0,14.0,2.0,2.0,2.0,145.45,Onboarding (<1 Th),Low,Medium,Close (10–14),Very Recent,High,Few Addresses (<= 3),Low,unsatisfied,Potential Loyalists
